172.18.0.1 - - [03/Sep/2022:07:40:36 +0000] "GET / HTTP/1.1" 403 153 "-" "curl/7.64.0" "-"
65.154.226.220 - - [07/Sep/2022:20:53:55 +0000] "GET / HTTP/1.1" 200 23697 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36" "-"
198.235.24.55 - - [07/Sep/2022:21:00:47 +0000] "GET / HTTP/1.0" 301 169 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com" "-"
59.98.145.187 - - [07/Sep/2022:21:13:29 +0000] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36" "-"
78.142.18.92 - - [07/Sep/2022:21:19:57 +0000] "CONNECT google.com:443 HTTP/1.1" 400 157 "-" "-" "-"
106.75.176.113 - - [07/Sep/2022:21:23:21 +0000] "{\x22method\x22:\x22login\x22,\x22params\x22:{\x22login\x22:\x2245JymPWP1DeQxxMZNJv9w2bTQ2WJDAmw18wUSryDQa3RPrympJPoUSVcFEDv3bhiMJGWaCD4a3KrFCorJHCMqXJUKApSKDV\x22,\x22pass\x22:\x22xxoo\x22,\x22agent\x22:\x22xmr-stak-cpu/1.3.0-1.5.0\x22},\x22id\x22:1}" 400 157 "-" "-" "-"
106.75.176.113 - - [07/Sep/2022:21:23:23 +0000] "{\x22id\x22:1,\x22method\x22:\x22mining.subscribe\x22,\x22params\x22:[]}" 400 157 "-" "-" "-"
106.75.176.113 - - [07/Sep/2022:21:23:24 +0000] "{\x22params\x22: [\x22miner1\x22, \x22password\x22], \x22id\x22: 2, \x22method\x22: \x22mining.authorize\x22}" 400 157 "-" "-" "-"
106.75.176.113 - - [07/Sep/2022:21:23:26 +0000] "{\x22id\x22:1,\x22jsonrpc\x22:\x222.0\x22,\x22method\x22:\x22login\x22,\x22params\x22:{\x22login\x22:\x22blue1\x22,\x22pass\x22:\x22x\x22,\x22agent\x22:\x22Windows NT 6.1; Win64; x64\x22}}" 400 157 "-" "-" "-"
128.14.134.134 - - [07/Sep/2022:21:26:27 +0000] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36" "-"
152.89.196.62 - - [07/Sep/2022:21:40:27 +0000] "GET /actuator/gateway/routes HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
152.89.196.62 - - [07/Sep/2022:21:40:31 +0000] "GET /actuator/gateway/routes HTTP/1.1" 404 275 "http://62.109.18.140:80/actuator/gateway/routes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
34.140.248.32 - - [07/Sep/2022:21:41:01 +0000] "GET / HTTP/1.1" 200 23375 "-" "python-requests/2.28.1" "-"
43.131.66.209 - - [07/Sep/2022:21:46:43 +0000] "GET / HTTP/1.1" 301 169 "-" "curl/7.64.1" "-"
192.241.215.54 - - [07/Sep/2022:21:47:58 +0000] "GET /portal/redlion HTTP/1.1" 301 169 "-" "Mozilla/5.0 zgrab/0.x" "-"
106.75.130.83 - - [07/Sep/2022:21:48:55 +0000] "{\x22method\x22:\x22login\x22,\x22params\x22:{\x22login\x22:\x2245JymPWP1DeQxxMZNJv9w2bTQ2WJDAmw18wUSryDQa3RPrympJPoUSVcFEDv3bhiMJGWaCD4a3KrFCorJHCMqXJUKApSKDV\x22,\x22pass\x22:\x22xxoo\x22,\x22agent\x22:\x22xmr-stak-cpu/1.3.0-1.5.0\x22},\x22id\x22:1}" 400 157 "-" "-" "-"
106.75.130.83 - - [07/Sep/2022:21:48:56 +0000] "{\x22id\x22:1,\x22method\x22:\x22mining.subscribe\x22,\x22params\x22:[]}" 400 157 "-" "-" "-"
106.75.130.83 - - [07/Sep/2022:21:48:57 +0000] "{\x22params\x22: [\x22miner1\x22, \x22password\x22], \x22id\x22: 2, \x22method\x22: \x22mining.authorize\x22}" 400 157 "-" "-" "-"
106.75.130.83 - - [07/Sep/2022:21:48:59 +0000] "{\x22id\x22:1,\x22jsonrpc\x22:\x222.0\x22,\x22method\x22:\x22login\x22,\x22params\x22:{\x22login\x22:\x22blue1\x22,\x22pass\x22:\x22x\x22,\x22agent\x22:\x22Windows NT 6.1; Win64; x64\x22}}" 400 157 "-" "-" "-"
106.75.130.83 - - [07/Sep/2022:21:49:00 +0000] "{\x22params\x22: [\x22miner1\x22, \x22bf\x22, \x2200000001\x22, \x22504e86ed\x22, \x22b2957c02\x22], \x22id\x22: 4, \x22method\x22: \x22mining.submit\x22}" 400 157 "-" "-" "-"
106.75.130.83 - - [07/Sep/2022:21:49:02 +0000] "{\x22id\x22:1,\x22jsonrpc\x22:\x222.0\x22,\x22method\x22:\x22login\x22,\x22params\x22:{\x22login\x22:\x22x\x22,\x22pass\x22:\x22null\x22,\x22agent\x22:\x22XMRig/5.13.1\x22,\x22algo\x22:[\x22cn/1\x22,\x22cn/2\x22,\x22cn/r\x22,\x22cn/fast\x22,\x22cn/half\x22,\x22cn/xao\x22,\x22cn/rto\x22,\x22cn/rwz\x22,\x22cn/zls\x22,\x22cn/double\x22,\x22rx/0\x22,\x22rx/wow\x22,\x22rx/loki\x22,\x22rx/arq\x22,\x22rx/sfx\x22,\x22rx/keva\x22]}}" 400 157 "-" "-" "-"
138.197.96.120 - - [07/Sep/2022:21:50:37 +0000] "GET / HTTP/1.1" 301 169 "-" "curl/7.47.0" "-"
138.197.96.120 - - [07/Sep/2022:21:50:37 +0000] "GET / HTTP/1.1" 301 169 "-" "curl/7.47.0" "-"
192.241.219.243 - - [07/Sep/2022:21:54:59 +0000] "GET /actuator/health HTTP/1.1" 301 169 "-" "Mozilla/5.0 zgrab/0.x" "-"
198.199.117.207 - - [07/Sep/2022:22:08:46 +0000] "GET /hudson HTTP/1.1" 301 169 "-" "Mozilla/5.0 zgrab/0.x" "-"
180.163.220.4 - - [07/Sep/2022:22:14:14 +0000] "GET / HTTP/1.1" 301 169 "http://baidu.com/" "Mozilla/5.0 (Linux; U; Android 8.0.0; zh-cn; Mi Note 2 Build/OPR1.170623.032) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.1.1" "-"
180.163.220.67 - - [07/Sep/2022:22:14:17 +0000] "GET / HTTP/1.1" 200 23668 "http://baidu.com/" "Mozilla/5.0 (Linux; U; Android 8.0.0; zh-cn; Mi Note 2 Build/OPR1.170623.032) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.1.1" "-"
180.163.220.68 - - [07/Sep/2022:22:18:32 +0000] "GET / HTTP/1.1" 200 23558 "-" "Mozilla/5.0 (Linux; U; Android 8.0.0; zh-cn; Mi Note 2 Build/OPR1.170623.032) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.1.1" "-"
180.163.220.5 - - [07/Sep/2022:22:18:34 +0000] "GET / HTTP/1.1" 200 23672 "http://baidu.com/" "Mozilla/5.0 (Linux; U; Android 8.0.0; zh-cn; Mi Note 2 Build/OPR1.170623.032) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.1.1" "-"
137.74.27.104 - - [07/Sep/2022:22:27:52 +0000] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0" "-"
137.74.27.104 - - [07/Sep/2022:22:27:52 +0000] "GET / HTTP/1.1" 200 23387 "http://www.tradesoft.ga" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0" "-"
137.74.27.104 - - [07/Sep/2022:22:27:52 +0000] "GET /ads.txt HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0" "-"
137.74.27.104 - - [07/Sep/2022:22:27:52 +0000] "GET /ads.txt HTTP/1.1" 404 274 "http://tradesoft.ga/ads.txt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0" "-"
51.89.230.56 - - [07/Sep/2022:22:29:23 +0000] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0" "-"
51.89.230.56 - - [07/Sep/2022:22:29:23 +0000] "GET / HTTP/1.1" 200 23375 "http://www.tradesoft.ml" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0" "-"
51.89.230.56 - - [07/Sep/2022:22:29:23 +0000] "GET /ads.txt HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0" "-"
51.89.230.56 - - [07/Sep/2022:22:29:23 +0000] "GET /ads.txt HTTP/1.1" 404 274 "http://tradesoft.ml/ads.txt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0" "-"
79.110.62.213 - - [07/Sep/2022:22:31:44 +0000] "GET / HTTP/1.1" 301 169 "http://62.109.18.140:80/left.html" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0" "-"
2.57.122.98 - - [07/Sep/2022:22:40:35 +0000] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
66.249.79.248 - - [07/Sep/2022:22:47:06 +0000] "GET /pred/501035917 HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.101 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.79.248 - - [07/Sep/2022:22:47:07 +0000] "GET /robots.txt HTTP/1.1" 404 275 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.79.248 - - [07/Sep/2022:22:47:07 +0000] "GET /pred/501035917 HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.101 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
138.197.96.120 - - [07/Sep/2022:22:49:04 +0000] "GET / HTTP/1.1" 301 169 "-" "curl/7.47.0" "-"
138.197.96.120 - - [07/Sep/2022:22:49:04 +0000] "GET / HTTP/1.1" 301 169 "-" "curl/7.47.0" "-"
161.35.230.183 - - [07/Sep/2022:23:12:46 +0000] "\x00\x0E8\xCFz\x00\xB2\xE5\x99\xDD\xFC\x00\x00\x00\x00\x00" 400 157 "-" "-" "-"
60.249.45.82 - - [07/Sep/2022:23:17:54 +0000] "GET /phpMyAdmin-5.2.0/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:17:54 +0000] "GET /phpmyadmin2014/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:17:55 +0000] "GET /phpmyadmin2022/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:17:56 +0000] "GET /sql/phpmy-admin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:17:57 +0000] "GET /phpmyAdmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:17:58 +0000] "GET /admin/sqladmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:17:58 +0000] "GET /administrator/admin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:17:59 +0000] "GET /sql/sqladmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:00 +0000] "GET /db/webdb/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:00 +0000] "GET /mysql/pMA/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:01 +0000] "GET /phpMyAdmin-5/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:02 +0000] "GET /phppma/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:03 +0000] "GET /sql/websql/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:03 +0000] "GET /sql/phpmyadmin5/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:04 +0000] "GET /phpmyadmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:05 +0000] "GET /shopdb/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:06 +0000] "GET /mysql/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:06 +0000] "GET /phpMyAdmin-3/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:07 +0000] "GET /phpMyAdmin-4.9.7/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:08 +0000] "GET /phpmyadmin2012/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:09 +0000] "GET /myadmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:09 +0000] "GET /mysql/db/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:10 +0000] "GET /db/myadmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:11 +0000] "GET /phpMyadmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:12 +0000] "GET /pma/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:12 +0000] "GET /admin/web/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:13 +0000] "GET /administrator/phpmyadmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:14 +0000] "GET /2phpmyadmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:14 +0000] "GET /phpmy-admin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:15 +0000] "GET /phpmyadmin2013/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:16 +0000] "GET /db/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:17 +0000] "GET /sql/sqlweb/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:17 +0000] "GET /phpMyAdmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:18 +0000] "GET /mysql/admin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:19 +0000] "GET /phpMyAdmin5/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:20 +0000] "GET /phpmyadmin2011/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:20 +0000] "GET /database/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:21 +0000] "GET /MyAdmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:22 +0000] "GET /db/phpMyAdmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:23 +0000] "GET /phpmyadmin5/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:23 +0000] "GET /mysql/mysqlmanager/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:24 +0000] "GET /PMA/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:25 +0000] "GET /phpmyadmin1/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:26 +0000] "GET /db/phpmyadmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:26 +0000] "GET /wp-content/plugins/portable-phpmyadmin/wp-pma-mod/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:27 +0000] "GET /phpmyadmin2019/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:28 +0000] "GET /db/webadmin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:29 +0000] "GET /admin/pma/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:29 +0000] "GET /program/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:30 +0000] "GET /db/phpmyadmin5/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:31 +0000] "GET /phpMyAdmin-5.1.0/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:32 +0000] "GET /phpmyadmin2021/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:32 +0000] "GET /php-my-admin/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:33 +0000] "GET /administrator/pma/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
60.249.45.82 - - [07/Sep/2022:23:18:34 +0000] "GET /db/phpMyAdmin-5/index.php?lang=en HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36" "-"
